gel-well#,plate#,well#,PlantID,LabID,Concentration in plate,Qubit ng/uL,260/280,260/230,dilution calculations:,vol.DNA(ul),vol.H20(ul),Gel?,Notes,Qubit redo0,Qubit redo1,Qubit redo2,Dilution,Qbit ng/uL of dilution,NOTES,Nanodrop concentration
91,3,C12,62 x 62 -349,20_236,,49.6,1.84,1.53,,,,,,,,,,,,
92,3,D12,62 x 62 -350,20_237,,54.4,1.86,1.92,,,,,,,,,,,,
93,3,E12,62 x 62 -351,20_238,,54.4,1.84,1.72,,,,,,,,,,,,
94,3,F12,62 x 62 -352,20_239,,47.4,1.88,1.7,,,,,,,,,,,,
95,3,G12,62 x 62 -137,20_24,,41.5,1.91,2.35,,,,,,,,,,,,
96,3,H12,BLANK,blank2,,,,,,,,,,,,,,,,
1,4,A1,62 x 62 -356,20_243,,56.8,1.77,1.56,,,,,,,,,,,,
2,4,B1,62 x 62 -357,20_244,,58,1.83,1.62,,,,,,,,,,,,
3,4,C1,62 x 62 -358,20_245,,61.2,1.81,1.6,,,,,,,,,,,,
4,4,D1,62 x 62 -359,20_246,,62.4,1.85,1.84,,,,,,,,,,,,
5,4,E1,62 x 62 -360,20_247,,47,1.8,1.5,,,,,,,,,,,,
6,4,F1,62 x 62 -361,20_248,,56.2,1.82,1.8,,,,,,,,,,,,
7,4,G1,62 x 62 -362,20_249,,66.4,1.87,2.1,,,,,,,,,,,,
8,4,H1,62 x 62 -138,20_25,,255,1.87,2.32,,,,,,,,,1:10,25.5,,
9,4,A2,62 x 62 -363,20_250,,62.4,1.85,2.01,,,,,,,,,,,,
10,4,B2,62 x 62 -364,20_251,,53.8,1.85,1.9,,,,,,,,,,,,
11,4,C2,62 x 62 -365,20_252,,50,1.87,2.14,,,,,,,,,,,,
12,4,D2,62 x 62 -366,20_253,,43.4,1.83,1.96,,,,,,,,,,,,
13,4,E2,62 x 62 -367,20_254,,40.6,1.8,1.61,,,,,,,,,,,,
14,4,F2,62 x 62 -368,20_255,,43,1.84,1.97,,,,,,,,,,,,
15,4,G2,62 x 62 -139,20_26,,55,1.86,1.87,,,,,,,,,,,,
16,4,H2,62 x 62 -140,20_27,,171,1.91,2.26,,,,,,,,,1:10,17.1,,
17,4,A3,62 x 62 -141,20_28,,118,1.9,2.08,,,,,,,,,1:10,11.8,,
18,4,B3,62 x 62 -142,20_29,,18.3,1.98,1.59,,,,,,,,,,,,
19,4,C3,62 x 62 -118,20_3,,88,1.89,2.42,,,,,,,,,1:10,8.8,,
20,4,D3,62 x 62 -143,20_30,,57,1.9,2.18,,,,,,,,,,,,
21,4,E3,62 x 62 -144,20_31,,41.3,1.9,2.01,,,,,,,,,,,,
22,4,F3,62 x 62 -148,20_35,,137,1.88,2.25,,,,,,,,,1:10,13.7,,
23,4,G3,62 x 62 -149,20_36,,40.7,1.88,2.19,,,,,,,,,,,,
24,4,H3,62 x 62 -150,20_37,,84.8,1.88,2.37,,,,,,,,,1:10,8.48,,
25,4,A4,62 x 62 -151,20_38,,37,1.85,2.07,,,,,,,,,,,,
26,4,B4,62 x 62 -152,20_39,,170,1.85,2.34,,,,,,,,,1:10,17,,
27,4,C4,62 x 62 -119,20_4,,176,1.89,2.43,,,,,,,,,1:10,17.6,,
28,4,D4,62 x 62 -153,20_40,,58.3,1.87,2.25,,,,,,,,,1:10,5.83,,
29,4,E4,62 x 62 -154,20_41,,19.5,1.79,1.63,,,,,,,,,,,,
30,4,F4,62 x 62 -155,20_42,,58,1.84,1.97,,,,,,,,,,,,
31,4,G4,62 x 62 -156,20_43,,13.1,1.77,1.53,,,,,,,,,,,,
32,4,H4,62 x 62 -157,20_44,,15.7,1.77,1.82,,,,,,,,,,,,
33,4,A5,62 x 62 -159,20_46,,13,1.68,1.42,,,,,,,,,,,,
34,4,B5,62 x 62 -160,20_47,,41,1.81,2.03,,,,,,,,,,,,
35,4,C5,62 x 62 -120,20_5,,40.7,1.92,2.5,,,,,,,,,1:10,4.07,,
36,4,D5,62 x 62 -164,20_51,,14.2,1.8,1.77,,,,,,,,,,,,
37,4,E5,62 x 62 -165,20_52,,181,1.87,2.26,,,,,,,,,1:10,18.1,,
38,4,F5,62 x 62 -166,20_53,,35.8,1.85,2.05,,,,,,,,,,,,
39,4,G5,62 x 62 -167,20_54,,154,1.88,2.32,,,,,,,,,1:10,15.4,,
40,4,H5,62 x 62 -168,20_55,,55,1.89,2.26,,,,,,,,,,,,
41,4,A6,62 x 62 -169,20_56,,27.9,1.88,2.06,,,,,,,,,,,,
42,4,B6,62 x 62 -170,20_57,,29,1.9,2.04,,,,,,,,,,,,
43,4,C6,62 x 62 -171,20_58,,32.1,1.89,1.9,,,,,,,,,,,,
44,4,D6,62 x 62 -172,20_59,,60,1.89,2.24,,,,,,,,,,,,
45,4,E6,62 x 62 -121,20_6,,231,1.9,2.42,,,,,,,,,1:10,23.1,,
46,4,F6,62 x 62 -173,20_60,,33.8,1.86,2,,,,,,,,,,,,
47,4,G6,62 x 62 -174,20_61,,94.9,1.88,2.21,,,,,,,,,1:10,9.49,,
48,4,H6,62 x 62 -175,20_62,,96.5,1.88,2.19,,,,,,,,,1:10,9.65,,
49,4,A7,62 x 62 -176,20_63,,81.4,1.89,2.21,,,,,,,,,1:10,8.14,,
50,4,B7,62 x 62 -180,20_67,,60,1.84,2.1,,,,,,,,,,,,
51,4,C7,62 x 62 -181,20_68,,30.1,1.86,2,,,,,,,,,,,,
52,4,D7,62 x 62 -182,20_69,,56,1.84,2.17,,,,,,,,,,,,
53,4,E7,62 x 62 -122,20_7,,362,1.89,2.43,,,,,,,,,1:10,36.2,,
54,4,F7,62 x 62 -183,20_70,,56,1.84,2.09,,,,,,,,,,,,
55,4,G7,62 x 62 -184,20_71,,128,1.89,2.26,,,,,,,,,1:10,12.8,,
56,4,H7,62 x 62 -185,20_72,,343,1.87,2.29,,,,,,,,,1:10,34.3,,
57,4,A8,62 x 62 -186,20_73,,137,1.88,2.18,,,,,,,,,1:10,13.7,,
58,4,B8,62 x 62 -187,20_74,,84.1,1.87,2.06,,,,,,,,,1:10,8.41,,
59,4,C8,62 x 62 -188,20_75,,140,1.88,2.21,,,,,,,,,1:10,14,,
60,4,D8,62 x 62 -189,20_76,,54,1.87,1.93,,,,,,,,,,,,
61,4,E8,62 x 62 -190,20_77,,48.5,1.88,2.2,,,,,,,,,,,,
62,4,F8,62 x 62 -191,20_78,,89,1.88,2.24,,,,,,,,,1:10,8.9,,
63,4,G8,62 x 62 -192,20_79,,102,1.87,2.13,,,,,,,,,1:10,10.2,,
64,4,H8,62 x 62 -123,20_8,,166,1.89,2.45,,,,,,,,,1:10,16.6,,
65,4,A9,62 x 62 -196,20_83,,58,1.88,2.06,,,,,,,,,,,,
66,4,B9,62 x 62 -197,20_84,,35.9,1.83,1.9,,,,,,,,,,,,
67,4,C9,62 x 62 -198,20_85,,185,1.87,2.29,,,,,,,,,1:10,18.5,,
68,4,D9,62 x 62 -199,20_86,,51,1.88,2.12,,,,,,,,,,,,
69,4,E9,62 x 62 -200,20_87,,18.4,1.84,1.82,,,,,,,,,,,,
70,4,F9,62 x 62 -201,20_88,,88.6,1.87,2.23,,,,,,,,,1:10,8.86,,
71,4,G9,62 x 62 -202,20_89,,67,1.88,2.14,,,,,,,,,,,,
72,4,H9,62 x 62 -124,20_9,,135,1.91,2.42,,,,,,,,,1:10,13.5,,
73,4,A10,62 x 62 -203,20_90,,16.1,1.87,2.02,,,,,,,,,1:10,1.61,,
74,4,B10,62 x 62 -204,20_91,,47.2,1.81,1.85,,,,,,,,,,,,
75,4,C10,62 x 62 -205,20_92,,115,1.83,1.98,,,,,,,,,1:10,11.5,,
76,4,D10,62 x 62 -206,20_93,,364,1.87,2.27,,,,,,,,,1:10,36.4,,
77,4,E10,62 x 62 -207,20_94,,97,1.83,1.96,,,,,,,,,1:10,9.7,,
78,4,F10,62 x 62 -208,20_95,,107,1.83,1.95,,,,,,,,,1:10,10.7,,
79,4,G10,39 x 39 -84,21_052,,244,1.91,2.27,,,,,,,,,1:10,24.4,Filler,
80,4,H10,39 x 39 -134,21_202,,45.7,1.84,2.22,,,,,,,,,1:10,4.57,,
81,4,A11,39 x 39 -21,21_001,,45.4,1.92,2.07,,,,,,,,,,,,
82,4,B11,39 x 39 -49,21_005,,High,1.8,1.48,,,,,,,,,1:10,31.7,,
83,4,C11,39 x 39 -50,21_006,,23.7,1.89,1.72,,,,,,,,,,,need to re-visualize,
84,4,D11,39 x 39 -51,21_007,,49.5,1.9,1.96,,,,,,,,,,,,
85,4,E11,39 x 39 -52,21_008,,High,1.97,2.3,,,,,,,,,1:10,53.8,,
86,4,F11,39 x 39 -53,21_009,,29.5,1.92,1.99,,,,,,,,,,,,
87,4,G11,39 x 39 -112,21_038,,High,1.91,2.34,,,,,,,,,1:10,7.32,Filler,
88,4,H11,39 x 39 -128,21_039,,High,1.86,2.22,,,,,,,,,1:10,17.8,poor quality DNA/FILLER,
89,4,A12,39 x 39 -101,21_040,,High,1.88,2.12,,,,,,,,,1:10,19.5,poor quality DNA/FILLER,
90,4,B12,39 x 39 -122,21_041,,94.6,1.87,2.12,,,,,,,,,,,poor quality DNA/FILLER,
91,4,C12,39 x 39 -104,21_042,,High,1.87,2.17,,,,,,,,,1:10,14.2,poor quality DNA/FILLER,
92,4,D12,39 x 39 -109,21_044,,166,1.86,1.79,,,,,,,,,1:10,16.6,poor quality DNA/FILLER,
93,4,E12,39 x 39 -108,21_045,,41.7,1.88,2.23,,,,,,,,,1:10,4.17,poor quality DNA/FILLER,
94,4,F12,39 x 39 -102,21_046,,179,1.91,2.22,,,,,,,,,1:10,17.9,poor quality DNA/FILLER,
95,4,G12,39 x 39 -95,21_048,,252,1.92,2.24,,,,,,,,,1:10,25.2,poor quality DNA/FILLER,
96,4,H12,39 x 39 -92,21_049,,570,1.9,2.34,,,,,,,,,1:10,57,Filler,
,5,A1,39 x 39 -12,21_127,24.8,248,1.86,2.24,,,,,,,,,,,,
,5,B1,39 x 39 -16,21_131,57,57,1.87,2.35,,,,,,,,,1:10,5.7,,
,5,C1,39 x 39 -20,21_135,36.6,36.6,1.86,2.44,,,,,,,,,1:10,3.66,,
,5,D1,39 x 39 -31,21_136,33.1,33.1,1.84,2.28,,,,,,,,,1:10,3.31,,
,5,E1,39 x 39 -40,21_139,13.9,139,1.86,2.42,,,,,,,,,,,,
,5,F1,39 x 39 -26,21_140,45,45,1.89,2.22,,,,,,,,,,,,
,5,G1,39 x 39 -30,21_142,28.7,28.7,1.88,2.23,,,,,,,,,,,,
,5,H1,39 x 39 -32,21_143,18.7,18.7,1.88,2.21,,,,,,,,,,,,
,5,A2,39 x 39 -36,21_145,18.4,18.4,1.88,2.24,,,,,,,,,,,,
,5,B2,39 x 39 -37,21_146,38.6,38.6,1.9,2.31,,,,,,,,,,,,
,5,C2,39 x 39 -38,21_147,21.4,21.4,1.86,2.12,,,,,,,,,,,,
,5,D2,39 x 39 -41,21_148,15.2,15.2,1.91,2.31,,,,,,,,,,,,
,5,E2,39 x 39 -42,21_149,19.9,19.9,1.83,1.94,,,,,,,,,,,,
,5,F2,39 x 39 -43,21_150,89.5,89.5,1.87,2.25,,,,,,,,,,,,
,5,G2,39 x 39 -44,21_151,21.5,21.5,1.88,1.34,,,,,,,,,,,,
,5,H2,39 x 39 -45,21_152,109,109,1.85,2.15,,,,,,,,,,,,
,5,A3,39 x 39 -47,21_153,71.2,71.2,1.87,2.09,,,,,,,,,,,,
,5,B3,39 x 39 -62,21_159,18.3,18.3,1.87,2.36,,,,,,,,,,,,
,5,C3,39 x 39 -70,21_163,19.8,19.8,1.85,2.17,,,,,,,,,,,,
,5,D3,39 x 39 -71,21_164,53,530,1.93,2.34,,,,,,,,,,,,
,5,E3,39 x 39 -73,21_165,28,277,1.92,2.36,,,,,,,,,1:10,2.77,,
,5,F3,39 x 39 -75,21_166,21,209,1.91,2.4,,,,,,,,,1:10,2.09,,
,5,G3,39 x 39 -78,21_167,23,234,1.89,2.37,,,,,,,,,1:10,2.34,,
,5,H3,39 x 39 -88,21_168,20,204,1.9,2.35,,,,,,,,,1:10,2.04,,
,5,A4,39 x 39 -90,21_169,36,364,1.92,2.31,,,,,,,,,,,,
,5,B4,39 x 39 -93,21_170,55,550,1.9,2.32,,,,,,,,,,,,
,5,C4,39 x 39 -94,21_171,29,286,1.87,2.3,,,,,,,,,,,,
,5,D4,39 x 39 -96,21_172,35,353,1.87,2.31,,,,,,,,,1:10,3.53,,
,5,E4,39 x 39 -98,21_173,51,510,1.89,2.33,,,,,,,,,,,,
,5,F4,39 x 39 -103,21_175,17,168,1.89,2.17,,,,,,,,,,,,
,5,G4,39 x 39 -105,21_177,12,115,1.86,2.19,,,,,,,,,,,,
,5,H4,39 x 39 -110,21_180,47.6,47.6,1.87,2.4,,,,,,,,,,,,
,5,A5,39 x 39 -111,21_181,41.7,41.7,1.88,2.33,,,,,,,,,,,,
,5,B5,39 x 39 -118,21_187,80.2,80.2,1.91,2.17,,,,,,,,,,,,
,5,C5,39 x 39 -120,21_189,13,131,1.86,2.18,,,,,,,,,,,,
,5,D5,39 x 39 -123,21_192,80.9,80.9,2.09,2.03,,,,,,,,,,,"we already have it plate 2, but it was low quality, so I'm keeping it here as well",
,5,E5,39 x 39 -125,21_193,82.2,82.2,1.97,2.18,,,,,,,,,,,,
,5,F5,39 x 39 -126,21_194,56,56,2.03,2.3,,,,,,,,,,,,
,5,G5,39 x 39 -127,21_195,54.5,54.5,2.03,2.16,,,,,,,,,,,,
,5,H5,39 x 39 -130,21_198,27.6,27.6,1.88,2.23,,,,,,,,,1:10,2.76,,
,5,A6,39 x 39 -132,21_200,25,25,1.87,2.07,,,,,,,,,1:10,2.5,,
,5,B6,39 x 39 -136,21_204,41,41,1.83,1.99,,,,,,,,,1:10,4.1,,
,5,C6,39 x 39 -137,21_205,26.8,26.8,1.8,2.19,,,,,,,,,1:10,2.68,,
,5,D6,39 x 39 -138,21_206,12.7,12.7,1.74,2.04,,,,,,,,,1:10,1.27,,
,5,E6,39 x 39 -139,21_207,14.1,14.1,1.78,2.3,,,,,,,,,1:10,1.41,,
,5,F6,39 x 39 -140,21_208,14.3,14.3,1.79,2.17,,,,,,,,,1:10,1.43,,
,5,G6,39 x 39 -141,21_209,71,71,1.83,2.25,,,,,,,,,1:10,7.1,,
,5,H6,39 x 39 -143,21_211,27.6,27.6,1.84,2.26,,,,,,,,,1:10,2.76,,
,5,A7,39 x 39 -144,21_212,41.9,41.9,1.82,2.4,,,,,,,,,1:10,4.19,,
,5,B7,62 x 62 -53,21_213,50.8,50.8,1.83,2.28,,,,,,,,,1:10,5.08,,
,5,C7,62 x 62 -69,21_215,26.2,26.2,1.78,2.42,,,,,,,,,1:10,2.62,,
,5,D7,62 x 62 -77,22_191,50,50,1.86,2.14,,,,,,,,,,,,
,5,E7,39 x 39 -08,21_217,46.9,46.9,1.93,2.38,,,,,,,,,,,,
,5,F7,39 x 39 -13,21_218,46,46,1.89,2.23,,,,,,,,,,,,
,5,G7,39 x 39 -15,21_219,44.2,44.2,1.91,2.37,,,,,,,,,,,,
,5,H7,39 x 39 -22,21_220,50,50,1.91,2.35,,,,,,,,,,,,
,5,A8,39 x 39 -23,21_221,53,53,1.92,2.43,,,,,,,,,,,,
,5,B8,39 x 39 -25,21_222,57,57,1.88,2.22,,,,,,,,,,,,
,5,C8,39 x 39 -39,21_223,53,53,1.9,2.4,,,,,,,,,,,,
,5,D8,39 x 39 -48,21_224,55,55,1.88,2.38,,,,,,,,,,,,
,5,E8,39 x 39 -63,21_225,8.31,83.1,1.88,2.37,,,,,,,,,1:10,8.31,,
,5,F8,39 x 39 -117,21_226,10.2,102,1.89,2.35,,,,,,,,,1:10,10.2,"this is a duplicate, but I'm keeping it in because the original in plate 2 looks sketchy and it has 7/7",
,5,G8,JH0165_SLF_02,21_228,11.9,119,1.89,2.39,,,,,,,,,1:10,11.9,,
,5,H8,JH0165_SLF_05,21_229,83,82.6,1.89,2.4,,,,,,,,,1:10,8.26,,
,5,A9,JH0165_SLF_15,21_231,54,54,1.87,2.35,,,,,,,,,,,,
,5,B9,JH0165_SLF_26,21_232,24.6,246,1.9,2.38,,,,,,,,,1:10,24.6,,
,5,C9,JH0249,21_234,98.9,98.9,1.88,2.38,,,,,,,,,1:10,9.89,,
,5,D9,JH0165_SLF_004,21_235,19.5,195,1.89,2.34,,,,,,,,,1:10,19.5,,
,5,E9,JH0165_SLF_007,21_236,57.3,57.3,1.91,2.29,,,,,,,,,1:10,5.73,,
,5,F9,JH0165_SLF_008,21_237,17.1,171,1.9,2.39,,,,,,,,,1:10,17.1,,
,5,G9,JH0165_SLF_009,21_238,12,120,1.92,2.34,,,,,,,,,1:10,12,,
,5,H9,JH0165_SLF_010,21_239,82.5,82.5,1.91,2.34,,,,,,,,,1:10,8.25,,
,5,A10,JH0165_SLF_013,21_240,81.3,81.3,1.91,2.24,,,,,,,,,1:10,8.13,,
,5,B10,JH0165_SLF_019,21_241,10.8,108,1.9,2.36,,,,,,,,,1:10,10.8,,
,5,C10,JH0165_SLF_024,21_242,20,200,1.89,2.35,,,,,,,,,1:10,20,,
,5,D10,JH0165_SLF_016,21_259,25.5,25.5,1.78,1.48,,,,,,,,,,,,
,5,E10,JH0165_SLF_022,21_260,35.8,35.8,1.83,1.85,,,,,,,,,,,,
,5,F10,JH0165_SLF_023,21_261,57,57,1.81,1.75,,,,,,,,,,,,
,5,G10,JH0165_SLF_006,21_279,60,60,1.9,2.44,,,,,,,,,,,,
,5,H10,JH0165_SLF_011,21_280,36.1,36.1,1.9,2.65,,,,,,,,,1:10,3.61,,
,5,A11,JH0165_SLF_014,21_281,50.7,50.7,1.89,2.61,,,,,,,,,1:10,5.07,,
,5,B11,JH0165_SLF_018,21_282,34.4,34.4,1.89,2.58,,,,,,,,,1:10,3.44,,
,5,C11,JH0165_SLF_021,21_283,22.5,22.5,1.88,2.61,,,,,,,,,1:10,2.25,,
,5,D11,JH0165_SLF_025,21_284,13,13,1.86,2.6,,,,,,,,,1:10,1.3,,
,5,E11,Costus lasius x bracteatus #62,22_030,25.6,256,1.87,2.19,,,,,,,,,1:10,25.6,,
,5,F11,165_26_06,22_031,48.3,483,1.86,2.19,,,,,,,,,1:10,48.3,"didn't do well in sequencing, resequence? very fast germination",
,5,G11,165_26_09,22_032,24.3,243,1.83,2.1,,,,,,,,,1:10,24.3,,
,5,H11,165_26B_14,22_033,16.2,16.2,1.71,1.99,,,,,,,,,,,"didn't do well in sequencing, resequence? very fast germination",
,5,A12,165_26B_15,22_034,37.8,378,1.84,2.07,,,,,,,,,1:10,37.8,,
,5,B12,165_26B_19,22_035,12.3,123,1.76,1.63,,,,,,,,,1:10,12.3,,
,5,C12,165_26B_24,22_036,34.6,346,1.83,1.83,,,,,,,,,1:10,34.6,,
,5,D12,165_26B_26,22_037,34.5,345,1.82,1.97,,,,,,,,,1:10,34.5,,
,5,E12,165_26_27,22_038,60,60,1.75,1.83,,,,,,,,,1.82,,,
,5,F12,165_26_28,22_039,19,,1.86,2.23,,,,,,,,,1:10,19,,
,5,G12,165_26_31,22_040,5.48,,1.87,2.16,,,,,,,,,1:10,5.48,use original,
,5,H12,165_26B_49,22_043,35.5,35.5,1.74,2.07,,,,,,,,,,,,
,6,A1,165_26B_52,22_044,12.2,122,1.85,1.7,,,,,,,,,1:10,12.2,,
,6,B1,165_26_72,22_050,40.5,40.5,1.72,2.17,,,,,,,,,,,,
,6,C1,165_26_87,22_052,45.3,45.3,1.75,1.62,,,,,,,,,,,,
,6,D1,165_26B_66,22_054,53,53,1.89,2.33,,,,,,,,,,,,
,6,E1,165_26B_99,22_055,42.8,42.8,1.9,2.27,,,,,,,,,,,,
,6,F1,165_26B_78,22_056,56,56,1.75,1.51,,,,,,,,,,,,
,6,G1,165_26_07,22_058,53,53,1.88,2.26,,,,,,,,,,,,
,6,H1,165_26B_23,22_061,47.5,47.5,1.85,2.23,,,,,,,,,,,,
,6,A2,165_26_88,22_066,43.5,43.5,1.86,2.22,,,,,,,,,,,,
,6,B2,165_26_42,22_068,59,59,1.87,2.29,,,,,,,,,,,,
,6,C2,165_26_38,22_070,37.4,37.4,1.83,2.21,,,,,,,,,,,,
,6,D2,165_26_32,22_072,39.4,39.4,1.85,2.25,,,,,,,,,,,,
,6,E2,165_26_35,22_074,52,52,1.87,2.32,,,,,,,,,,,,
,6,F2,165_26_05,22_076,60,60,1.86,2.21,,,,,,,,,,,,
,6,G2,165_26B_45,22_077,16.9,16.9,1.87,2.38,,,,,,,,,1:10,1.69,,
,6,H2,165_26B_48,22_078,10.4,104,1.86,2.45,,,,,,,,,1:10,10.4,,
,6,A3,165_26B_60,22_080,90.9,90.9,1.88,2.5,,,,,,,,,1:10,9.09,,
,6,B3,165_26B_84,22_081,31,31,1.87,2.45,,,,,,,,,1:10,3.1,,
,6,C3,165_26B_92,22_083,14.8,148,1.87,2.49,,,,,,,,,1:10,14.8,,
,6,D3,165_26_29,22_085,30.5,305,1.87,2.42,,,,,,,,,1:10,30.5,,
,6,E3,165_26_7,22_086,31.7,31.7,1.87,2.48,,,,,,,,,1:10,3.17,,
,6,F3,165_26_39,22_087,96.5,96.5,1.87,2.43,,,,,,,,,1:10,9.65,,
,6,G3,165_26B_76,22_088,42.4,42.4,1.8,1.6,,,,,,,,,,,,
,6,H3,165_26_73,22_089,51,51,1.85,2.12,,,,,,,,,,,,
,6,A4,165_26_41,22_096,59,59,1.82,2.17,,,,,,,,,,,,
,6,B4,165_26_30,22_097,52,52,1.77,1.66,,,,,,,,,,,,
,6,C4,JH185_26B_99,22_101,39.7,39.7,1.89,2.69,,,,,,,,,,,,
,6,D4,165_26_56,22_102,46.1,46.1,1.88,2.97,,,,,,,,,,,,
,6,E4,165_26B_85,22_103,30.5,30.5,1.83,2.95,,,,,,,,,,,,
,6,F4,165_26C_110,22_108,55,55,1.85,2.73,,,,,,,,,,,,
,6,G4,165_26B_100,22_109,47.6,47.6,1.84,3.15,,,,,,,,,,,,
,6,H4,165_26_103,22_110,52,52,1.87,2.89,,,,,,,,,,,,
,6,A5,165_26_93,22_111,48.6,48.6,1.87,2.8,,,,,,,,,,,,
,6,B5,165_26B_81,22_112,9,,1.88,2.46,,,,,,,,,1:10,8.81,,
,6,C5,165_26B_83,22_113,59,59,1.87,2.97,,,,,,,,,,,,
